"iid","name_"
"IID000000002137356","WALGREEN CO."
"IID000000002226828","SOCIETE FINANCIERE DAIMLER CANADA INC."
"IID000000002155891","Agf A/S"
"IID000000002175081","MCCORMICK & COMPANY, INCORPORATED"
"IID000000002149580","DMC GLOBAL INC."
"IID000000002156398","MINES AGNICO EAGLE LIMITEE"
"IID000000002174085","Lotus Pharmaceutical Co.,Ltd."
"IID000000002186703","Thai President Foods PCL"
"IID000000002179425","PETROLEO BRASILEIRO S.A. - PETROBRAS"
"IID000000002151273","K M Sugar Mills Ltd"
"IID000000002137923","Coxon Precise Industrial Co., Ltd"
"IID000000002133911","Corticeira Amorim, S.G.P.S., S.A."
"IID000000002159994","Bosch Ltd"
"IID000000002144196","MTY Food Group Inc."
"IID000000002159097","PT Bank Of India Indonesia Tbk"
"IID000000002166522","FIRST COMMUNITY CORPORATION"
"IID000000002162603","Compania Hoteliera InterContinental Romania SA"
"IID000000002158653","BASF SE"
"IID000000002128174","Biotoxtech Co Ltd"
"IID000000002140909","DHANUKA AGRITECH LIMITED"
"IID000000002153750","SED'MOY KONTINENT AO"
"IID000000002183527","HYUNDAI MOTOR SECURITIES CO.,LTD."
"IID000000002174835","THE MARCUS CORPORATION"
"IID000000002152584","MINDA INDUSTRIES LIMITED"
"IID000000002180558","QRxPharma Ltd"
"IID000000002164397","Draegerwerk AG & Co. KGaA"
"IID000000002133556","JMC PROJECTS (INDIA) LIMITED"
"IID000000002155119","Nanjing Iron & Steel Co., Ltd."
"IID000000002190445","Wuchan Zhongda Group Co., Ltd."
"IID000000002188735","VP Bank AG"
"IID000000002148807","Benefit One Inc"
"IID000000002172211","KBC GROEP N.V."
"IID000000002175523","METROGAS S.A."
"IID000000002129541","WELSPUN CORP LIMITED"
"IID000000002173105","KROTON EDUCACIONAL S.A."
"IID000000002153701","Intellipharmaceutics International Inc."
"IID000000002140451","CARPETRIGHT PLC"
"IID000000002165690","Eternal Asia Supply Chain Management Ltd."
"IID000000002145444","SEMAFO INC."
"IID000000002145659","Westminster Group PLC"
"IID000000002144997","MANHATTAN ASSOCIATES, INC."
"IID000000002183929","SINTEX INDUSTRIES LIMITED"
"IID000000002171944","JINDAL SAW LIMITED"
"IID000000002147319","PROTECTOR FORSIKRING ASA"
"IID000000002177922","OTP Banka Slovensko, a.s."
"IID000000002124070","Qisda Corporation"
"IID000000002178073","OLD REPUBLIC INTERNATIONAL CORPORATION"
"IID000000002167262","PARRYS SUGAR INDUSTRIES LIMITED"
"IID000000002169957","IFCO Systems B.V."
"IID000000002136856","Washington Trust Bancorp, Inc."
"IID000000002145431","CB&I GROUP INC."
"IID000000002163368","KINGSTONE COMPANIES, INC."
"IID000000002160722","CVS GROUP PLC"
"IID000000002145088","INSYS THERAPEUTICS, INC."
"IID000000002155571","AIFUL CORPORATION"
"IID000000002128551","MUTUALFIRST FINANCIAL, INC."
"IID000000002162566","COMPAGNIE DES ALPES S.A."
"IID000000002155817","ASX LIMITED"
"IID000000002149989","RETAIL FOOD GROUP LIMITED"
"IID000000002164197","IMMOBILIERE DISTRI-LAND S.A."
"IID000000002227312","HOLCIM CAPITAL CORPORATION LTD."
"IID000000002223390","METROPOLITAN EDISON COMPANY"
"IID000000002149841","C.Uyemura & Co Ltd"
"IID000000002138538","TAKADA CORPORATION"
"IID000000002174721","PT Malindo Feedmill Tbk"
"IID000000002124400","Dynac Holdings Corp"
"IID000000002167272","GOLD CIRCUIT ELECTRONICS LTD"
"IID000000002125231","MORGAN STANLEY"
"IID000000002172479","Kapsch TrafficCom AG"
"IID000000002146356","OT-OPTIMA TELEKOM d.d."
"IID000000002124974","HEALIUS LTD"
"IID000000002174334","MEISEI ELECTRIC CO., LTD."
"IID000000002163684","Dashang Co., Ltd."
"IID000000002138341","NISSIN CORPORATION"
"IID000000002189982","Yaizu Suisankagaku Industry Co Ltd"
"IID000000002175223","Mediobanca Banca di Credito Finanziario Societa per Azioni"
"IID000000002161568","CHARTER FINANCIAL CORPORATION"
"IID000000002190335","Zardoya Otis, S.A."
"IID000000002156331","AEROSPACE COMMUNICATIONS HOLDINGS CO., LTD."
"IID000000002137820","VOLTAYR-PROM AO"
"IID000000002134103","Red Planet Japan, Inc."
"IID000000002159018","BANCO DE SABADELL, S.A."
"IID000000002175016","MAUI LAND & PINEAPPLE COMPANY, INC."
"IID000000002130911","US Stem Cell Inc"
"IID000000002173163","KPC Pharmaceuticals, Inc."
"IID000000002172773","Investment AB Kinnevik"
"IID000000002165840","EVERGREEN MARINE CORP. (TAIWAN) LTD."
"IID000000002155718","SVF HOLDCO (UK) LIMITED"
"IID000000002229136","ING Bank N.V."
"IID000000002148682","BROADRIDGE FINANCIAL SOLUTIONS, INC."
"IID000000002125289","Beijing Capital Co., Ltd."
"IID000000002189529","Wheelock Properties (Singapore) Limited"
"IID000000002199385","ASIA CEMENT (CHINA) HOLDINGS CORPORATION"
"IID000000002161685","CHIA HSIN CEMENT CORPORATION"
"IID000000002199752","CDL Hospitality Trusts"
"IID000000002228752","MARSTON'S ESTATES LIMITED"
"IID000000002172534","Kawasaki Heavy Industries, Ltd."
"IID000000002128808","PENTAIR, INC."
"IID000000002200229","DEXUS DIVERSIFIED TRUST"
"IID000000002169093","ENCOMPASS HEALTH CORPORATION"
"IID000000002128593","ROCKWELL MEDICAL, INC."
"IID000000002139034","U-MING MARINE TRANSPORT CORP."
"IID000000002169353","HILL & SMITH HOLDINGS PLC"
"IID000000002224682","Sumitomo Mitsui Banking Corporation"
"IID000000002149710","AETERNA ZENTARIS INC."
"IID000000002225309","AK STEEL CORPORATION"
"IID000000002182209","SLC Agricola SA"
"IID000000002141610","Burger Fuel Group Ltd"
"IID000000002140252","CyberAgent,Inc."
"IID000000002225162","SWISS RE SOLUTIONS HOLDING CORPORATION"
"IID000000002142786","Aeon Hokkaido Corporation"
"IID000000002135802","Merck Ltd"
"IID000000002190719","J2 CLOUD SERVICES, LLC"
"IID000000002140683","CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO. LIMITED"
"IID000000002165192","ELTEK POWER SYSTEMS AS"
"IID000000002189075","Volcan Compania Minera S.A.A."
"IID000000002134449","LITE-ON TECHNOLOGY CORP."
"IID000000002225829","NATIONAL COMMERCE CAPITAL TRUST I"
"IID000000002142983","Cofide - Gruppo de Benedetti S.p.A."
"IID000000002226987","de Volksbank N.V."
"IID000000002132460","TONGDA GROUP HOLDINGS LIMITED"
"IID000000002171898","Jiangsu Kanion Pharmaceutical Co., Ltd."
"IID000000002145798","Shinkin Central Bank"
"IID000000002145846","SABERO ORGANICS GUJARAT LIMITED"
"IID000000002130829","Uni-Select Inc."
"IID000000002150061","SUPER RETAIL GROUP LIMITED"
"IID000000002189971","Xxentria Technology Materials Co.,Ltd"
"IID000000002163645","Daniel Thwaites PLC"
"IID000000002199882","CHARTER HALL GROUP"
"IID000000002162876","COOPER ENERGY LIMITED"
"IID000000002123967","AGA RANGEMASTER GROUP PLC"
"IID000000002166890","THE FOSCHINI GROUP LIMITED"
"IID000000002141069","GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED"
"IID000000002201895","Nippon Building Fund Inc."
"IID000000002163506","DAEWONKANGUP CO.,LTD"
"IID000000002127089","LUMARA HEALTH INC."
"IID000000002167421","Hengkang Medical Group Co., Ltd"
"IID000000002188174","Univentures PCL"
"IID000000002146532","CIMENTS DU MAROC S.A."
"IID000000002196814","Mobile Telecommunications Company Saudi Arabia SJSC"
"IID000000002164054","DiaSorin S.p.A."
"IID000000002189225","WABASH NATIONAL CORPORATION"
"IID000000002143626","Medtronic, Inc."
"IID000000002155741","ASAHI INDUSTRIES CO.,LTD."
"IID000000002150348","BIOTEQUE CORPORATION"
"IID000000002164811","Eastern Company SAE"
"IID000000002135125","GENERAL MILLS, INC."
"IID000000002167786","GLADSTONE COMMERCIAL CORPORATION"
"IID000000002157601","ADITYA BIRLA MONEY LIMITED"
"IID000000002145009","STALEXPORT AUTOSTRADY SPOLKA AKCYJNA"
"IID000000002153984","Tecnicas Reunidas SA"
"IID000000002138498","ARCLAND SAKAMOTO CO.,LTD."
"IID000000002151993","AstroNova, Inc."
"IID000000002144611","CMG Pharmaceutical Co., Ltd."
"IID000000002135501","VONAGE HOLDINGS CORP."
"IID000000002167376","GALLANT VENTURE LTD."
"IID000000002148694","BROOKFIELD ASSET MANAGEMENT INC."
"IID000000002161263","CAVIUM, LLC"
"IID000000002186201","MARKER THERAPEUTICS, INC."
"IID000000002136561","Alma Market w upadlosci SA"
"IID000000002130829","UNI-SELECT INC."
"IID000000002141416","Avi Ltd"
"IID000000002184696","SRE GROUP LIMITED"
"IID000000002170620","INGENICO GROUP S.A."
"IID000000002188752","Vetropack Holding SA"
"IID000000002157061","AMARA RAJA BATTERIES LIMITED"
"IID000000002149041","AARTI INDUSTRIES LTD"
"IID000000002154198","R P S GROUP PLC"
"IID000000002149575","ACCURAY INCORPORATED"
"IID000000002198157","VULCAN MATERIALS COMPANY"
"IID000000002179027","PARAGON COMMERCIAL CORPORATION"
"IID000000002161534","Changchun High & New Technology Industries (Group) Inc."
"IID000000002127349","TDC A/S"
"IID000000002143233","LTC PROPERTIES, INC."
"IID000000002136740","THE MIDDLEBY CORPORATION"
"IID000000002132968","NSD CO., LTD."
"IID000000002147072","SOLAR APPLIED MATERIALS TECHNOLOGY CORP."
"IID000000002126978","Korporatsiya Fazotron-NIIR AO"
"IID000000002224456","LEVI STRAUSS & CO."
"IID000000002172576","KEMET CORPORATION"
"IID000000002153430","THE MEDICINES COMPANY"
"IID000000002138396","TPI Polene Public Company Limited"
"IID000000002171092","Intesa Sanpaolo SpA"
"IID000000002149280","GULF ISLAND FABRICATION, INC."
"IID000000002135277","Nihon Unisys, Ltd."
"IID000000002129489","UNION BANK OF INDIA LIMITED"
"IID000000002228366","Cable and Wireless International Finance B.V."
"IID000000002161075","TIPTREE INC."
"IID000000002154358","OFG BANCORP"
"IID000000002130702","USI CORPORATION"
"IID000000002174438","MMZ Vpered AO"
"IID000000002181469","Richtek Technology Corp"
"IID000000002145133","MTS Systems Corporation"
"IID000000002180571","Qatar Industrial Manufacturing Company QPSC"
"IID000000002187576","SOCIETE TUNISIENNE DE L'AIR S.A."
"IID000000002162165","CLAL INSURANCE ENTERPRISES HOLDINGS LIMITED"
"IID000000002148908","Air China Limited"
"IID000000002149987","SUNDANCE ENERGY AUSTRALIA LIMITED"
"IID000000002225207","DUQUESNE LIGHT HOLDINGS, INC."
"IID000000002151050","EMS-CHEMIE HOLDING AG"
"IID000000002229136","ING BANK NV"
"IID000000002177818","OC Oerlikon Corporation AG, Pfaeffikon"
"IID000000002185681","TCL Multimedia Technology Holdings Limited"
"IID000000002131818","COUNTRY GARDEN HOLDINGS COMPANY LIMITED"
"IID000000002139109","ASCIANO LIMITED"
"IID000000002169588","HOSKEN CONSOLIDATED INVESTMENTS LIMITED"
"IID000000002136921","ONESPAN INC."
"IID000000002140875","FIBERTOWER CORPORATION"
"IID000000002184142","SOCIETE GENERALE DE BANQUE DE COTE D'IVOIRE S.A."
"IID000000002140390","AEON CO. (M) BHD."
"IID000000002148467","Holcim Liban SAL"
"IID000000002146123","KazMunaiGas Exploration Production Joint Stock Company"
"IID000000002142659","First Financial Holding Co. Ltd."
"IID000000002200230","DEXUS INDUSTRIAL TRUST"
"IID000000002159139","Bank of The Ryukyus, Limited"
"IID000000002126466","FONCIERE DES REGIONS S.A."
"IID000000002162198","CLEAN ENERGY FUELS CORP."
"IID000000002159882","BOIRON S.A."
"IID000000002132037","QUESTAR CORPORATION"
"IID000000002130099","CCC Tourist Enterprises PCL"
"IID000000002158973","BANCO ABC BRASIL S.A."
"IID000000002145554","Akcino bendrovo Invalda INVL"
"IID000000002172462","Kangwon Land Inc"
"IID000000002183532","Shinko Plantech Co., Ltd."
"IID000000002181960","Sanki Engineering Co., Ltd."
"IID000000002142562","EnBW Energie Baden-Wuerttemberg AG"
"IID000000002129667","CWT International Limited"
"IID000000002129585","WEST COAST PAPER MILLS LIMITED"
"IID000000002124690","COMMERCIAL METALS COMPANY"
"IID000000002184497","SOUTHWEST AIRLINES CO."
"IID000000002142204","GUESS ?, INC."
"IID000000002149335","OKUMURA CORPORATION"
"IID000000002176024","MONOGRAM BIOSCIENCES, INC."
"IID000000002140393","Cresud Sociedad Anonima, Comercial, Inmobiliaria, Financiera y Agropecuaria"
"IID000000002178826","PAINTED PONY ENERGY LTD."
"IID000000002149200","DAILY JOURNAL CORPORATION"
"IID000000002226714","CSC HOLDINGS, LLC"
"IID000000002142574","HANCOM INC."
"IID000000002167407","GAMMA-CIVIC LTD"
"IID000000002197500","AMERICAN WATER WORKS COMPANY, INC."
"IID000000002149405","BANKINTER, S.A."
"IID000000002223467","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP."
"IID000000002153473","SAIA, INC."
"IID000000002182288","SQUARE ENIX HOLDINGS CO.,LTD."
"IID000000002136386","Jarir Marketing Company SJSC"
"IID000000002171988","Joincare Pharmaceutical Group Industry Co.,Ltd."
"IID000000002150235","CHENG UEI PRECISION INDUSTRY CO., LTD."
"IID000000002166052","FP CORPORATION"
"IID000000002180809","RMB HOLDINGS LIMITED"
"IID000000002148842","CARDINAL FINANCIAL CORPORATION"
"IID000000002187521","TRUWORTHS INTERNATIONAL LIMITED"
"IID000000002224520","NERCO, INC."
"IID000000002160198","Broendbyernes IF Fodbold A/S"
"IID000000002140840","GLU MOBILE INC."
"IID000000002155883","AZZ INC."
"IID000000002143232","SHANGHAI DIESEL ENGINE CO.,LTD."
"IID000000002187760","THE UNITE GROUP PLC"
"IID000000002166003","FDK CORPORATION"
"IID000000002124466","EXCEL CROP CARE LTD"
"IID000000002183376","SHANGHAI ZENDAI PROPERTY LIMITED"
"IID000000002182306","St. St. Constantine and Helena Holding JSC"
"IID000000002126628","Deutsche Real Estate Aktiengesellschaft"
"IID000000002151065","ENGRO CORPORATION LIMITED"
"IID000000002227484","WL BANK AG Westfaelische Landschaft Bodenkreditbank"
"IID000000002167383","Galp Energia, SGPS, S.A."
"IID000000002156272","ALLEGRA ORTHOPAEDICS LIMITED"
"IID000000002163953","Deutsche Wohnen AG"
"IID000000002201747","MORGAN STANLEY CAPITAL TRUST IV"
"IID000000002184367","SONOCO PRODUCTS COMPANY"
"IID000000002130989","Qatar Islamic Bank (S.A.Q)"
"IID000000002162333","CODERE, S.A."
"IID000000002132261","comdirect bank Aktiengesellschaft"
"IID000000002152907","Oldenburgische Landesbank Aktiengesellschaft"
"IID000000002186480","TV Azteca, S.A.B. de C.V."
"IID000000002126895","SANYO SHOKAI LTD."
"IID000000002133609","Wangfujing Group Co., Ltd."
"IID000000002199879","Champion Real Estate Investment Trust"
"IID000000002174226","Machvision Inc"
"IID000000002132728","ANTA Sports Products Limited"
"IID000000002128991","SBM Bank (Mauritius) Ltd"
"IID000000002168967","Harbin Electric Company Limited"
"IID000000002179742","PLAYTECH PLC"
"IID000000002130138","E.ON SE"
"IID000000002162077","CIPHER PHARMACEUTICALS INC."
"IID000000002186443","O2 Czech Republic a.s."
"IID000000002132217","CLEAN HARBORS, INC."
"IID000000002170266","IMAGINATION TECHNOLOGIES GROUP PLC"
"IID000000002133077","Sumitomo Bakelite Company Limited"
"IID000000002143625","MOODY'S CORPORATION"
"IID000000002142558","Orange Egypt for Telecommunications S.A.E"
"IID000000002136198","NUVISTA ENERGY LTD."
"IID000000002126316","FORMOSA SUMCO TECHNOLOGY CORPORATION"
"IID000000002172771","Kido Group Corp"
"IID000000002150307","FLOWERS FOODS, INC."
"IID000000002189640","WING TAI HOLDINGS LIMITED"
"IID000000002127907","OMV Aktiengesellschaft"
"IID000000002223593","UNITED PARCEL SERVICE OF AMERICA, INC."
"IID000000002177230","THE NEW ZEALAND REFINING COMPANY LIMITED"
"IID000000002182455","THE SAGE GROUP PLC."
"IID000000002174112","LUCKY CEMENT LIMITED"
"IID000000002152218","LG HOUSEHOLD & HEALTH CARE LTD"
"IID000000002132891","LONKING HOLDINGS LIMITED"
"IID000000002162315","COCA-COLA BOTTLING CO. CONSOLIDATED"
"IID000000002175423","MESA LABORATORIES, INC."
"IID000000002138377","Zenrin Co Ltd"
"IID000000002124505","net-m privatbank 1891 AG"
"IID000000002196734","Obsidian Energy Ltd."
"IID000000002152126","RESOURCES CONNECTION, INC."
"IID000000002172997","KOLMAR KOREA HOLDINGS CO., LTD."
"IID000000002139033","TAIWAN FERTILIZER CO., LTD."
"IID000000002150048","Starpharma Holdings Ltd"
"IID000000002188445","VTG Aktiengesellschaft"
"IID000000002160535","CHIYODA CO.,LTD."
"IID000000002146689","China Northern Rare Earth (Group) High-Tech Co., Ltd."
"IID000000002171901","Hongda Xingye Co., Ltd."
"IID000000002124843","Fuso Pharmaceutical Industries, Ltd."
"IID000000002159121","Bank of Kaohsiung,LTD."
"IID000000002224589","SANTANDER FINANCIAL SERVICES PLC"
"IID000000002151811","PT Surya Semesta Internusa Tbk"
"IID000000002126626","Jiangsu Zhongtian Technology Co., Ltd."
"IID000000002190022","AURELIA METALS LIMITED"
"IID000000002203207","Village Farms International Inc"
"IID000000002130372","SHOPPERS DRUG MART CORPORATION"
"IID000000002168411","Grupo Financiero Interacciones, S.A. de C.V."
"IID000000002144195","Standard Chartered Bank Ghana Ltd."
"IID000000002129013","WEC ENERGY GROUP, INC."
"IID000000002137606","VESUVIUS INDIA LTD"
"IID000000002161435","CENTURY BANCORP, INC."
"IID000000002124261","ELECTRO RENT CORPORATION"
"IID000000002159579","PT MNC Kapital Indonesia Tbk"
"IID000000002179179","Peab AB"
"IID000000002157468","Anhui Gujing Distillery Co., Ltd."
"IID000000002133162","Yuxing Infotech Investment Holdings Limited"
"IID000000002203013","TransMontaigne Partners LLC"
"IID000000002129971","HVIDBJERG BANK. AKTIESELSKAB"
"IID000000002170931","International Breweries PLC"
"IID000000002128463","Expedeon AG"
"IID000000002159119","The Bank of East Asia, Limited"
"IID000000002156328","AEROPORTS DE PARIS S.A."
"IID000000002132639","HEARTLAND FINANCIAL USA, INC."
"IID000000002123948","BUNZL PUBLIC LIMITED COMPANY"
"IID000000002223277","La Compagnie de Telephone Bell du Canada"
"IID000000002135264","Jac Recruitment Co Ltd"
"IID000000002189275","Fullshare Holdings Limited"
"IID000000002180684","QUIMPAC S.A."
"IID000000002140890","HANCOCK HOLDING COMPANY"
"IID000000002223247","SPRINGLEAF FINANCE CORPORATION"
"IID000000002162933","Corio N.V."
"IID000000002135145","JG SUMMIT HOLDINGS INC."
"IID000000002162039","CIECH SPOLKA AKCYJNA"
"IID000000002186437","TELEFLEX INCORPORATED"
"IID000000002170064","IOI CORPORATION BERHAD"
"IID000000002141777","TOKO,INC."
"IID000000002125313","CORELOGIC, INC."
"IID000000002166730","FLOTEK INDUSTRIES, INC."
"IID000000002155528","RGE SUL DISTRIBUIDORA DE ENERGIA S.A."
"IID000000002203071","BINBANK PAO"
"IID000000002140672","TECHTRONIC INDUSTRIES COMPANY LIMITED"
"IID000000002132159","Shin Nippon Biomedical Laboratories Ltd"
"IID000000002132845","JOHNSON OUTDOORS INC."
"IID000000002182473","LEIDOS HOLDINGS, INC."
"IID000000002134660","SEBANG GLOBAL BATTERY CO.,LTD"
"IID000000002159692","BIOCRYST PHARMACEUTICALS, INC."
"IID000000002174452","DMG MORI CO., LTD."
"IID000000002123719","AFLAC INCORPORATED"
"IID000000002189995","YAMAZAWA CO.,LTD."
"IID000000002124368","Yokogawa Electric Corporation"
"IID000000002155685","APN NEWS & MEDIA LIMITED"
"IID000000002153582","NVE Corporation"
"IID000000002166186","Taiwan FamilyMart Co Ltd"
"IID000000002125336","BPO PROPERTIES LIMITED"
"IID000000002180686","Quinenco S.A."
"IID000000002174946","MASCO CORPORATION"
"IID000000002228258","FIRST CHICAGO NBD CAPITAL I"
"IID000000002177223","NEW YORK COMMUNITY BANCORP, INC."
"IID000000002163373","DCM SHRIRAM LIMITED"
"IID000000002162365","COLAS S.A."
"IID000000002146555","CTEEP Companhia de Transmissao de Energia Eletrica Paulista"
"IID000000002174933","MAJESTY GOLF & Co.,Ltd"
"IID000000002157507","ANSELL LIMITED"
"IID000000002170409","IIFL FINANCE LIMITED"
"IID000000002127795","NIPPON SUISAN KAISHA,LTD."
"IID000000002130936","YAPI KREDI FINANSAL KIRALAMA ANONIM ORTAKLIGI"
"IID000000002169918","IEI Integration Corp."
"IID000000002149726","Tayca Corp"
"IID000000002183842","HUARONG INTERNATIONAL FINANCIAL HOLDINGS LIMITED"
"IID000000002177246","NEWELL BRANDS INC."
"IID000000002160561","CIE AUTOMOTIVE SOCIEDAD ANONIMA"
"IID000000002136650","GR. SARANTIS S.A."
"IID000000002166854","AGEAS SA/NV"
"IID000000002202834","SPECTRA ENERGY PARTNERS, LP"
"IID000000002181983","SAPPORO HOLDINGS LIMITED"
"IID000000002184254","Solaris dd"
"IID000000002166072","FUJI CO., LTD."
"IID000000002162439","COMCAST CORPORATION"
"IID000000002141111","Beijing Capital Development Co., Ltd"
"IID000000002149193","FIRST FINANCIAL BANKSHARES, INC."
"IID000000002143317","JCDECAUX SA"
"IID000000002212499","UNITED RENTALS TRUST I"
"IID000000002162863","CONTROLADORA COMERCIAL MEXICANA, S.A.B. DE C.V."
"IID000000002126689","SHANGHAI LINGANG HOLDINGS CO.,LTD"
"IID000000002126910","Empresas ICA, S.A.B. de C.V."
"IID000000002156370","African Distillers Ltd"
"IID000000002165586","Ercros, S.A."
"IID000000002150549","Chudenko Corp"
"IID000000002186771","CESCA THERAPEUTICS INC."
"IID000000002173158","KUMHO TIRE CO., INC."
"IID000000002160849","CAMBREX CORPORATION"
"IID000000002188359","V.S. INDUSTRY BERHAD"
"IID000000002128557","PAYCHEX, INC."
"IID000000002155747","ASAHI-SEIKI MANUFACTURING CO.,LTD."
"IID000000002132720","Morinaga Milk Industry Co., Ltd."
"IID000000002166092","FUJITEC CO.,LTD."
"IID000000002199797","CALEDONIA INVESTMENTS PLC"
"IID000000002211813","Wuestenrot Bank AG Pfandbriefbank"
"IID000000002151620","GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD"
"IID000000002187533","Unisplendour Corporation Limited"
"IID000000002151641","Huber+Suhner AG"
"IID000000002226741","READ-RITE CORPORATION"
"IID000000002125230","CITIGROUP GLOBAL MARKETS HOLDINGS INC."
"IID000000002174779","THE MANITOWOC COMPANY, INC."
"IID000000002124606","Canacol Energy Ltd."
"IID000000002123787","LIPPO LIMITED"
"IID000000002168431","Grupo Televisa, S.A.B."
"IID000000002173081","Kreka SA"
"IID000000002172611","KCB Group Plc"
"IID000000002140245","ALCOA INC."
"IID000000002190201","Yungtay Engineering Co Ltd"
"IID000000002165146","ELIA SYSTEM OPERATOR N.V."
"IID000000002125016","HUANENG POWER INTERNATIONAL, INC."
"IID000000002162097","CIRRUS LOGIC, INC."
"IID000000002189275","FULLSHARE HOLDINGS LIMITED"
"IID000000002151158","HOLLYFRONTIER CORPORATION"
"IID000000002157977","Ascendas Real Estate Investment Trust"
"IID000000002175913","M1 LIMITED"
"IID000000002135288","Industria de Diseno Textil, S.A."
"IID000000002153250","NSI N.V."
"IID000000002172750","KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED"
"IID000000002226070","DOW CORNING ALABAMA, INC."
"IID000000002133441","CNA FINANCIAL CORPORATION"
"IID000000002125919","DE LONGHI S.P.A."
"IID000000002142680","FAIVELEY TRANSPORT S.A."
"IID000000002180780","RGC RESOURCES, INC."
"IID000000002183941","SIPP Industries Inc"
"IID000000002174355","MICROFLUIDICS INTERNATIONAL CORPORATION"
"IID000000002164225","Divi's Laboratories Ltd"
"IID000000002190115","YEO HIAP SENG LTD"
"IID000000002175092","MCLEOD RUSSEL INDIA LIMITED"
"IID000000002157432","Perusahaan Perseroan (Persero) PT Aneka Tambang Tbk"
"IID000000002132099","ORACLE CORPORATION JAPAN"
"IID000000002130298","UNISEM (M) BERHAD"
"IID000000002169929","IDEA CELLULAR LIMITED"
"IID000000002227314","Iberdrola International B.V."
"IID000000002125327","BANK LEUMI LE ISRAEL B.M."
"IID000000002185356","Suprajit Engineering Ltd"
"IID000000002140479","CELLCOM ISRAEL LTD."
"IID000000002155833","ATOM CORPORATION"
"IID000000002148897","ADLER Real Estate Aktiengesellschaft"
"IID000000002152164","Kinsus Interconnect Technology Corp"
"IID000000002175339","MENTOR GRAPHICS CORPORATION"
"IID000000002223539","Bank of Montreal"
"IID000000002161714","CHINA AEROSPACE INTERNATIONAL HOLDINGS LIMITED"
"IID000000002224868","NATIONAL GRID USA"
"IID000000002128480","MEDIVATION, INC."
"IID000000002189297","WASGAU Produktions & Handels AG"
"IID000000002168679","HEICO CORPORATION"
"IID000000002166791","FOOT LOCKER, INC."
"IID000000002203385","YORKSHIRE BUILDING SOCIETY"
"IID000000002159685","LINEAGE CELL THERAPEUTICS, INC."
"IID000000002181853","Afarak Group Oyj"
"IID000000002167747","GIGASTORAGE CORPORATION"
"IID000000002124271","PT Bank QNB Indonesia Tbk"
"IID000000002201864","NEW FLYER INDUSTRIES INC."
"IID000000002172710","KIMBALL INTERNATIONAL, INC."
"IID000000002124974","PRIMARY HEALTH CARE LIMITED"
"IID000000002170566","Info Edge India Ltd"
"IID000000002135704","MALAYAN FLOUR MILLS BHD"
"IID000000002200804","THE GPT GROUP"
"IID000000002135147","JIANGSU HENGRUI MEDICINE CO.,LTD."
"IID000000002185611","TACHI-S CO.,LTD."
"IID000000002143285","Shanghai Jinfeng Wine Company Limited"
"IID000000002124686","ACXIOM CORPORATION"
"IID000000002155949","Able C&C Co Ltd"
"IID000000002201058","Ingenia Communities Group"
"IID000000002228263","ANIXTER PENTACON INC."
"IID000000002168316","Greenlight Capital Re Ltd"
"IID000000002167486","GATEWAY DISTRIPARKS LTD."
"IID000000002225467","WELLS FARGO BANK NORTHWEST NATIONAL ASSOCIATION"
"IID000000002182341","SUGI HOLDINGS CO.,LTD."
"IID000000002136095","OSK HOLDINGS BERHAD"
"IID000000002161690","Chiang Mai Ram Medical Business Public Company Limited"
"IID000000002172363","KVH INDUSTRIES, INC."
"IID000000002135660","W&T OFFSHORE, INC."
"IID000000002223471","EL PASO TENNESSEE PIPELINE CO., L.L.C."
"IID000000002163393","D. G. KHAN CEMENT COMPANY LIMITED"
"IID000000002128280","Wolters Kluwer N.V."
"IID000000002133906","CP All Public Company Limited"
"IID000000002132233","Zhejiang Expressway Co., Ltd."
"IID000000002140719","COVENANT TRANSPORTATION GROUP, INC."
"IID000000002138835","Asia Polymer Corp"
"IID000000002223622","BELLSOUTH, LLC"
"IID000000002160402","Cae Inc"
"IID000000002145615","SEACOAST BANKING CORPORATION OF FLORIDA"
"IID000000002141064","GRASIM INDUSTRIES LTD"
"IID000000002132353","Eniro AB"
"IID000000002228192","The Hong Kong Mortgage Corporation Limited"
"IID000000002139115","Thanh Thanh Cong - Bien Hoa JSC"
"IID000000002223336","CLECO POWER LLC"
"IID000000002148869","CoBiz Financial Inc."
"IID000000002138448","SYARIKAT TAKAFUL MALAYSIA BERHAD"
"IID000000002203045","UBS AG"
"IID000000002149398","CAPITAL FIRST LIMITED"
"IID000000002199185","RBS CAPITAL FUNDING TRUST VII"
"IID000000002188234","Univest Financial Corporation"
"IID000000002173345","LS Networks Corporation Limited"
"IID000000002124143","Chennai Meenakshi Multispeciality Hospital Ltd"
"IID000000002135354","I.M.A. Industria Macchine Automatiche S.p.A."
"IID000000002179568","Phytohealth Corp"
"IID000000002174737","MAN WAH HOLDINGS LIMITED"
"IID000000002176465","NICHIBAN CO., LTD."
"IID000000002138037","Zagrebacka banka d.d."
"IID000000002187122","Total Energy Services Inc."
"IID000000002156454","The Aichi Bank,Ltd."
